symbol_group_name,vmsize,filesize
floor0_inverse2,164,212
ctype_preptype,164,211
_PlatformProfile_* (library),162,352
expr_discharge,160,239
auxiliar_checkclass,160,228
inet_trydisconnect,160,227
rmtp_GameObject(),160,301
rmtp_Graphics(),160,295
rmtp_Message(),160,292
rmtp_Render(),160,289
rmtp_Script(),160,289
oggbyte_read1,160,206
_CollisionResponse_* (library),160,283
_TriggerResponse_* (library),160,279
_GamepadMapEntry_* (library),160,275
_InputBinding_* (library),160,269
rmtp_Particles(),159,245
bcemit_nil,158,185
_ARMV7PILongThunk_* (library),158,902
LZ4_createHC,157,202
dmStrlCat(),156,207
_randomize_* (library),156,206
_len_* (library),156,201
_Vector4WOne_* (library),156,444
_Vector3One_* (library),156,453
_Vector4One_* (library),156,453
_Vector3_* (library),156,415
_Vector4_* (library),156,415
_Point3_* (library),156,409
_Quat_* (library),156,402
_EventKey_* (library),155,398
_Struct_* (library),154,439
_android_* (library),152,340
dmEngineInitialize(),152,236
onNativeWindowRedrawNeeded,152,227
onNativeWindowResized,152,222
debug_putchunkname,152,219
btSingleRayCallback,152,342
gola_resolve,152,197
copy_slot,152,194
udp_methods,152,180
_resetStreamHC_* (library),151,206
_ManifestHeader_* (library),151,531
_std_* (library),150,239
strscan_oct,148,192
derive_mpi,148,191
_TextureView_* (library),146,366
_Volume_* (library),146,362
btAxisSweep3,144,423
ResourceTypeContextGetContextByHash(),144,239
btEmptyAlgorithm,144,1115
_glfwAndroidVerifySurfaceError,144,223
GBGetGlyphIndex(),144,220
onConfigurationChanged,144,215
ExtensionParamsGetContextByName,144,208
ctype_prepqual,144,207
onLowMemory,144,204
bcwrite_ktabk,144,190
_RigScene_* (library),144,469
dmTime,144,311
buf_grow,142,183
_ManifestFile_* (library),141,322
_SplinePoint_* (library),141,314
_Specular_* (library),141,301
_Sheen_* (library),141,293
FontCollectionRemoveFont(),140,240
_glfwAndroidPlatformOnGainedFocus,140,222
bcemit_INS,140,199
index2adr,140,182
_GamepadMap_* (library),140,361
Particle_GetTileSource,139,217
Particle_SetTileSource,139,217
LZ4_resetStreamStateHC,139,194
bcemit_branch,138,184
fscope_end,138,181
_PropertyDeclarationEntry_* (library),138,354
_HttpRequestProgress_* (library),138,321
_ManifestData_* (library),138,337
Particle_SetMaterial,137,220
Particle_ReloadPrototype,137,210
Particle_GetMaterial,137,206
TextLayoutRelease(),136,219
_glfwAndroidPlatformOpenWindow,136,215
close_state,136,196
lj_bcwrite,136,195
ov_open,136,192
_SetConstantParticleFX_* (library),136,273
tokennames,136,163
_ContactPointEvent_* (library),136,259
_ScriptMessage_* (library),136,257
_RequestRayCast_* (library),136,253
_AnimationTrack_* (library),136,245
_MeshSet_* (library),136,231
_mem_* (library),136,273
_test_* (library),135,230
_resetStream_* (library),133,186
_glfwPlatformGetJoystickParam,132,242
_multiply_* (library),132,199
inet_tryaccept,132,195
_mad3sizes_* (library),132,195
strbuf_free,132,192
strbuf_new,132,191
gc_sweep,132,189
glfwInit,132,189
socket_bind,132,176
_onCreate_* (library),132,79
btDbvtTreeCollider,128,390
meth_setfd,128,235
_finish_* (library),128,200
debug_varname,128,190
rmtp_CollectionProxy(),128,284
rmtp_ParticleFx(),128,269
rmtp_Tilemap(),128,260
rmtp_Sprite(),128,257
_safe_* (library),128,180
rmtp_Sound(),128,254
rmtp_Mesh(),128,248
_eht_* (library),128,177
rmtp_Model(),128,238
_ext_* (library),128,162
vwin64,128,151
_update_* (library),128,304
_ConvexHull_* (library),128,432
ComponentTypeAnim64,128,36
ComponentTypeGui3678,128,37
ComponentTypeLight193,128,38
ComponentTypeMesh1220,128,38
ComponentTypeScript65,128,38
ComponentTypeSound574,128,38
LiveUpdateExt294,128,33
ResourceTypeAnim35,128,35
ResourceTypeAnimationSet103,128,44
ResourceTypeCollection369,128,42
ResourceTypeFont1017,128,37
ResourceTypeGameObject230,128,42
ResourceTypeGui347,128,35
ResourceTypeGuiScript158,128,41
ResourceTypeLight285,128,37
ResourceTypeLua195,128,35
ResourceTypeOgg410,128,35
ResourceTypeOpus411,128,36
ResourceTypeScript151,128,38
ResourceTypeTTF103,128,35
ResourceTypeWav412,128,35
ScriptTypesExt160,128,34
g_Listeners,128,28
_ResetConstant_* (library),128,360
_bitrate_* (library),127,178
adjuststack,126,170
auxiliar_checkboolean,124,194
_glfwInputMouseClick,124,193
TimingGetDelayCallback(),124,186
err_argmsg,124,183
var_new,124,180
jmp_patchtestreg,124,173
_apply_* (library),124,170
socket_listen,124,170
__divmoddi4,124,168
_StartRecord_* (library),124,420
dmGameSystemDDF,124,2265
Particle_GetTileSourcePath,123,198
resizestack,122,166
_PlayAnimation_* (library),122,379
Particle_GetMaterialPath,121,194
LZ4_saveDict,121,166
TextLayoutAcquire(),120,203
_glfwAndroidPlatformSwapInterval,120,201
cpluaopen,120,162
gola_new,120,161
_Cue_* (library),119,322
Particle_GetStats,118,191
_branch_* (library),118,166
ffh_pairs,118,160
_CollectionFactoryDesc_* (library),118,498
_FactoryDesc_* (library),118,448
LZ4_initStreamHC,117,166
LZ4_compress,117,162
_SetConstant_* (library),117,293
_glfwAndroidPlatformVerifySurface,116,198
SensorCallback,116,179
reader_func,116,176
ffh_resume,116,159
ffi_pairs,116,158
_type_* (library),116,153
_PropertyDesc_* (library),116,358
Particle_GenerateVertexDataPartial,115,182
LZ4CompressBuffer,114,164
matchbracketclass,114,164
_ComponentPropertyDesc_* (library),114,320
_DisplayProfileQualifier_* (library),114,325
_PrototypeDesc_* (library),114,312
_DrawDebugText_* (library),114,286
_ComputeDesc_* (library),114,291
meth_getoption,112,223
